person_id,canonical_name_ar,canonical_name_en,kunya,nisba,known_as,birth_year_hijri,death_year_hijri,birth_year_ce,death_year_ce,era,region,roles,schools,teachers,students,works_count,authority_ids,wikidata_id,viaf_id,isni_id,openiti_person_id,biography_sources
openiti_person_0001HatimTai,حاتم الطائي,Hatim Tai,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001HatimTai,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001ImruQaysIbnHujr,امرؤ القيس,Imru Qays Ibn Hujr,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001ImruQaysIbnHujr,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001LaqitIbnYacmur,لقيط بن يعمر الإيادي,Laqit Ibn Yacmur,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001LaqitIbnYacmur,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001MuhalhilIbnRabica,مهلهل بن ربيعة,Muhalhil Ibn Rabica,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001MuhalhilIbnRabica,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001MuthaqqibCabdi,المثقب العبدي,Muthaqqib Cabdi,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001MuthaqqibCabdi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001NabighaDhubyani,النابغة الذبياني,Nabigha Dhubyani,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001NabighaDhubyani,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001QaysIbnKhatim,قيس بن الخطيم,Qays Ibn Khatim,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001QaysIbnKhatim,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001SalamaIbnJandal,سلامة بن جندل,Salama Ibn Jandal,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001SalamaIbnJandal,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001SamawalIbnCadiya,السموأل,Samawal Ibn Cadiya,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001SamawalIbnCadiya,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001Shanfara,عمرو بن مالك الأزدي توفي في عام 70 قبل الهجرة,Shanfara,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001Shanfara,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001SulaykIbnSulaka,السليك بن عمرو,Sulayk Ibn Sulaka,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001SulaykIbnSulaka,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001TaabbataSharran,ثابت بن جابر,Taabbata Sharran,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001TaabbataSharran,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001TarafaIbnCabd,طرفة بن العبد,Tarafa Ibn Cabd,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001TarafaIbnCabd,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001TufaylGhanawi,طفيل الغنوي,Tufayl Ghanawi,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],1,[],,,,0001TufaylGhanawi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0001ZuhayrIbnAbiSulma,زهير بن أبي سلمى,Zuhayr Ibn Abi Sulma,,,,,,,,OpenITI date code 0001,,"[""author""]",[],[],[],2,[],,,,0001ZuhayrIbnAbiSulma,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0005Hadira,الحادرة,Hadira,,,,,,,,OpenITI date code 0005,,"[""author""]",[],[],[],1,[],,,,0005Hadira,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0007MaymunIbnQaysAcsha,الأعشى,Maymun Ibn Qays Acsha,,,,,,,,OpenITI date code 0007,,"[""author""]",[],[],[],1,[],,,,0007MaymunIbnQaysAcsha,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0011CamirIbnTufayl,عامر بن الطفيل,Camir Ibn Tufayl,,,,,11,,,OpenITI date code 0011,,"[""author""]",[],[],[],1,[],,,,0011CamirIbnTufayl,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0021CamrZubaydi,عمرو بن معدي كرب,Camr Zubaydi,,,,,21,,,OpenITI date code 0021,,"[""author""]",[],[],[],1,[],,,,0021CamrZubaydi,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0022ShammakhIbnDirar,الشماخ بن ضرار,Shammakh Ibn Dirar,,,,,22,,,OpenITI date code 0022,,"[""author""]",[],[],[],1,[],,,,0022ShammakhIbnDirar,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0024TumadirBinCamrKhansa,الخنساء,Tumadir Bin Camr Khansa,,,,,24,,,OpenITI date code 0024,,"[""author""]",[],[],[],1,[],,,,0024TumadirBinCamrKhansa,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0026KacbIbnZuhayr,كعب بن زهير,Kacb Ibn Zuhayr,,,,,26,,,OpenITI date code 0026,,"[""author""]",[],[],[],1,[],,,,0026KacbIbnZuhayr,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0030CurwaIbnHizam,عروة بن حزام,Curwa Ibn Hizam,,,,,30,,,OpenITI date code 0030,,"[""author""]",[],[],[],1,[],,,,0030CurwaIbnHizam,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0037IbnMuqbil,ابن مقبل,Ibn Muqbil,,,,,37,,,OpenITI date code 0037,,"[""author""]",[],[],[],1,[],,,,0037IbnMuqbil,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0040CaliIbnAbiTalib,علي بن أبي طالب,Cali Ibn Abi Talib,,,,,40,,,OpenITI date code 0040,,"[""author""]",[],[],[],1,[],,,,0040CaliIbnAbiTalib,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0041LabidIbnRabica,لبيد بن ربيعة العامري,Labid Ibn Rabica,,,,,41,,,OpenITI date code 0041,,"[""author""]",[],[],[],2,[],,,,0041LabidIbnRabica,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0045JarwalIbnAwsHutaya,الحطيئة,Jarwal Ibn Aws Hutaya,,,,,45,,,OpenITI date code 0045,,"[""author""]",[],[],[],1,[],,,,0045JarwalIbnAwsHutaya,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0050KhirniqBintBadr,الخرنق بنت بدر,Khirniq Bint Badr,,,,,50,,,OpenITI date code 0050,,"[""author""]",[],[],[],1,[],,,,0050KhirniqBintBadr,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
openiti_person_0054HassanIbnThabit,حسان بن ثابت,Hassan Ibn Thabit,,,,,54,,,OpenITI date code 0054,,"[""author""]",[],[],[],1,[],,,,0054HassanIbnThabit,"[""https://kitab-corpus-metadata.azurewebsites.net/""]"
