edition_id,work_id,edition_title,publisher,publication_city,publication_country,publication_year,edition_number,volume_count,editor,reviewer,translator,isbn,series,print_notes,bibliographic_record_url
openiti_edition_ShamAY0033556,openiti_work_0633IbnDihyaJumayyilKalbi.AyatBayyinat,الآيات البينات في ذكر ما في أعضاء رسول الله صلى الله عليه وسلم من المعجزات,,,,,,,,,,,,جمال عزون :: الأولى 1420 ه - 2000 م :: مكتبة العمرين العلمية,
openiti_edition_JK009392,openiti_work_0633IbnDihyaJumayyilKalbi.MaWadahaWaMaIstabana,ما وضح واستبان في فضائل شهر شعبان,,,,,,,,,,,,جمال عزون :: الرياض / السعودية :: 1424ه - 2003م :: أضواء السلف,
openiti_edition_Shamela0009593,openiti_work_0633IbnDihyaJumayyilKalbi.MaWadahaWaMaIstabana,ما وضح واستبان في فضائل شهر شعبان,,,,,,,,,,,,مكتبة أضواء السلف، الرياض,
openiti_edition_Shamela0000093,openiti_work_0633IbnDihyaJumayyilKalbi.MutribMinAshcar,المطرب من أشعار أهل المغرب,,,,,,,,,,,,الأستاذ إبراهيم الأبياري، الدكتور حامد عبد المجيد، الدكتور أحمد أحمد بدوي :: 1374 هـ - 1955 م :: دار العلم للجميع للطباعة والنشر والتوزيع، بيروت - لبنان,
openiti_edition_AOCP2023092678,openiti_work_0633IbnDihyaJumayyilKalbi.NibrasFiTarikh,Nibras Fi Tarikh,,,,,,,,,,,,https://www.worldcat.org/title/728245383,https://www.worldcat.org/title/728245383
openiti_edition_Sham19Y0123685,openiti_work_0633IbnSacidRajraji.ManahijTahsil,مناهج التحصيل ونتائج لطائف التأويل في شرح المدونة وحل مشكلاتها,,,,,,,,,,,,الأولى، 1428 ه - 2007 م :: دار ابن حزم,
openiti_edition_Sham19Y0014567,openiti_work_0634AbuBakrSabuni.MacrifatFarq,معرفة الفرق بين الضاد والظاء,,,,,,,,,,,,الأستاذ الدكتور حاتم صالح الضامن :: الأولى، 1426 ه - 2005 م :: دار نينوى للدراسات والنشر والتوزيع، دمشق - سوريا,
openiti_edition_JK001294,openiti_work_0634AbuRabicHimyari.Iktifa,الاكتفاء بما تضمنه من مغازي رسول الله - صلى الله عليه وسلم - والثلاثة الخلفاء,,,,,,,,,,,,د . محمد كمال الدين عز الدين علي :: بيروت :: 1417هـ :: عالم الكتب,
openiti_edition_Rafed0002513Vols,openiti_work_0634AbuRabicHimyari.Iktifa,الاكتفاء بما تضمنه من مغازي رسول الله - صلى الله عليه وسلم - والثلاثة الخلفاء,,,,,,,,,,,,محمّد عبدالقادر عطا :: 1 :: دار الكتب العلميّة,
openiti_edition_Shamela0009770,openiti_work_0634AbuRabicHimyari.Iktifa,الاكتفاء بما تضمنه من مغازي رسول الله - صلى الله عليه وسلم - والثلاثة الخلفاء,,,,,,,,,,,,دار الكتب العلمية - بيروت,
openiti_edition_Shamela0000242,openiti_work_0634IbnNajmIbnHanbaliJazari.IstikhrajJidal,استخراج الجدال من القرآن الكريم,,,,,,,,,,,,الدكتور زاهر بن عواض الألمعي :: مطابع الفرزدق التجارية,
openiti_edition_AOCP20250214576,openiti_work_0634TajDinHasanNizami.TajMaathir,Taj Maathir,,,,,,,,,,,,https://search.worldcat.org/title/467370436,https://search.worldcat.org/title/467370436
openiti_edition_Shamela0026857,openiti_work_0635AbuMunajjaIbnLatti.Mashyakha,مشيخة أبي المنجى ابن اللتي,,,,,,,,,,,,https://worldcat.org/en/title/62727618 :: عامر حسن صبري :: مؤسسة الريان [طبع ضمن مجموع فيه ثلاث من كتب المشيخات الحديثية],https://worldcat.org/en/title/62727618
openiti_edition_Sham19Y0014757,openiti_work_0636AbuCabdAllahIbnCaskar.Iclam,مطلع الأنوار ونزهة البصائر والأبصار,,,,,,,,,,,,https://worldcat.org/en/title/42357292 :: الأولى، 1420 ه - 1999 م :: دار الغرب الإسلامي، بيروت - لبنان، دار الأمان للنشر والتوزيع، الرباط - المغرب,https://worldcat.org/en/title/42357292
openiti_edition_Shamela0009271,openiti_work_0636AbuCabdAllahIbnCaskar.Iclam,مطلع الأنوار ونزهة البصائر والأبصار,,,,,,,,,,,,https://worldcat.org/en/title/42357292 :: دار الغرب الإسلامي، بيروت - لبنان، دار الأمان للنشر والتوزيع، الرباط,https://worldcat.org/en/title/42357292
openiti_edition_Shamela0012847,openiti_work_0636IbnAbiMucammarAbuKhayrTabrizi.NasihaLiRaci,النصيحة للراعي والرعية للتبريزي,,,,,,,,,,,,أبو الزهراء عبيد الله الأثري :: دار الصحابة للتراث، طنطا - مصر,
openiti_edition_AOCP2023090608,openiti_work_0636IbnCaskar.Takmila,التكملة والاتمام لكتاب التعريف والاعلام فيما أبهم من القرآن,,,,,,,,,,,,https://www.worldcat.org/title/4770518912,https://www.worldcat.org/title/4770518912
openiti_edition_ShamAY0034580,openiti_work_0636IbnKhalfunAzdi.AsmaShuyukhMalik,أسماء شيوخ مالك بن أنس الأصبحي الإمام,,,,,,,,,,,,https://search.worldcat.org/en/title/4770428069 :: أبو عبدالباري رضا بو شامة الجزائري :: الأولى 1425 ه - 2004 م :: أضواء السلف,https://search.worldcat.org/en/title/4770428069
openiti_edition_Sham19Y0017842,openiti_work_0636IbnKhalfunAzdi.Muclim,المعلم بشيوخ البخاري ومسلم,,,,,,,,,,,,https://worldcat.org/en/title/4770223860 :: أبو عبد الرحمن عادل بن سعد :: الأولى :: دار الكتب العلمية - بيروت,https://worldcat.org/en/title/4770223860
openiti_edition_Shamela0026560,openiti_work_0636IbnYusufBirzaliIshbili.SulukTariqSalaf,كتاب سلوك طريق السلف في ذكر مشايخ الشيخ المعمر أبي محمد عبد الحق بن خلف المتوفى: 641 هـ,,,,,,,,,,,,أبي عبد الله حمزة الجزائري :: الدار الأثرية [ضمن مجموع فيه ستة أجزاء أخرى],
openiti_edition_ShamAY0000865,openiti_work_0637IbnAthirDiyaDin.JamicKabir,الجامع الكبير في صناعة المنظوم من الكلام والمنثور,,,,,,,,,,,,مصطفى جواد :: 1375هـ :: مطبعة المجمع العلمي,
openiti_edition_JK000980,openiti_work_0637IbnAthirDiyaDin.MathalSair,المثل السائر في أدب الكاتب و الشاعر,,,,,,,,,,,,محمد محي الدين عبد الحميد :: بيروت :: 1995م :: المكتبة العصرية للطباعة والنشر,
openiti_edition_Shamela0010551,openiti_work_0637IbnAthirDiyaDin.MathalSair,المثل السائر في أدب الكاتب و الشاعر,,,,,,,,,,,,http://www.worldcat.org/oclc/977494154 :: أحمد الحوفي، بدوي طبانة :: دار نهضة مصر للطباعة والنشر والتوزيع، الفجالة ـ القاهرة,http://www.worldcat.org/oclc/977494154
openiti_edition_Shamela0023794,openiti_work_0637IbnAthirDiyaDin.MathalSair,المثل السائر في أدب الكاتب و الشاعر,,,,,,,,,,,,محمد محي الدين عبد الحميد :: 1420 هـ :: المكتبة العصرية للطباعة والنشر - بيروت,
openiti_edition_Masaha004452Vols,openiti_work_0637IbnDubaythi.DhaylTarikhBaghdad,ذيل تاريخ بغداد لابن الدبيثي,,,,,,,,,,,,دار الغرب الإسلامي‏,
openiti_edition_Rafed0002307Vols,openiti_work_0637IbnDubaythi.DhaylTarikhBaghdad,ذيل تاريخ بغداد لابن الدبيثي,,,,,,,,,,,,الدكتور بشار عوّاد معروف :: 1 :: دار الغرب الإسلامي ـ بيروت,
openiti_edition_ShamAY0034569,openiti_work_0637IbnDubaythi.DhaylTarikhBaghdad,ذيل تاريخ بغداد لابن الدبيثي,,,,,,,,,,,,https://worldcat.org/en/title/85773013 :: الدكتور بشار عواد معروف :: الأولى 1427 ه - 2006 م :: دار الغرب الإسلامي,https://worldcat.org/en/title/85773013
openiti_edition_ShamAY0033607,openiti_work_0637IbnDubaythi.LaylatNisfMinShacban,ليلة النصف من شعبان,,,,,,,,,,,,عمرو عبد المنعم سليم :: الأولى 1413 ه - 1992 م :: مؤسسة قرطبة,
openiti_edition_Kraken22021606120702,openiti_work_0637IbnKhabbazMawsili.FaridaFiSharh,Farida Fi Sharh,,,,,,,,,,,,http://www.worldcat.org/oclc/925657464,http://www.worldcat.org/oclc/925657464
openiti_edition_JK007087,openiti_work_0637IbnMustawfi.TarikhIrbil,تاريخ اربل,,,,,,,,,,,,سامي بن سيد خماعد الصقار :: العراق :: 1980م :: وزارة الثقافة والإعلام,
openiti_edition_Rafed0002314Vols,openiti_work_0637IbnMustawfi.TarikhIrbil,تاريخ اربل,,,,,,,,,,,,سامي بن السيد خماس الصقار :: 0 :: دار الرشيد للنشر,
openiti_edition_Shamela0011746,openiti_work_0637IbnMustawfi.TarikhIrbil,تاريخ اربل,,,,,,,,,,,,http://www.worldcat.org/oclc/4770287462 :: سامي بن سيد خماس الصقار :: 1980 م :: وزارة الثقافة والإعلام، دار الرشيد للنشر، العراق,http://www.worldcat.org/oclc/4770287462
openiti_edition_Shamela0026539,openiti_work_0638IbnAhmadAndalusiHarali.TurathFiTafsir,تراث أبي الحسن الحرالي المراكشي في التفسير,,,,,,,,,,,,محمادي بن عبد السلام الخياطي، أستاذ بكلية أصول الدين تطوان :: منشورات المركز الجامعي للبحث العلمي - الرباط,
openiti_edition_Kraken21042913,openiti_work_0638IbnCarabi.FususHikam,فصوص الحكم,,,,,,,,,,,,http://www.worldcat.org/oclc/905657752,http://www.worldcat.org/oclc/905657752
openiti_edition_JK009237,openiti_work_0638IbnCarabi.FutuhatMakkiyya,الفتوحات المكية في معرفة الاسرار الملكية,,,,,,,,,,,,لبنان :: 1418هـ- 1998م :: دار إحياء التراث العربي,
openiti_edition_Kraken22020817055001,openiti_work_0638IbnCarabi.Isra,Isra,,,,,,,,,,,,http://www.worldcat.org/oclc/4771430170,http://www.worldcat.org/oclc/4771430170
openiti_edition_Shia002611Vols,openiti_work_0638IbnCarabi.Tafsir,تفسير القرآن,,,,,,,,,,,,ضبطه وصححه وقدم له الشيخ عبد الوارث محمد علي :: 1422 - 2001م,
openiti_edition_Sham19Y0018273,openiti_work_0639IbnKhabbaz.TawjihLumac,توجيه اللمع,,,,,,,,,,,,أ. د. فايز زكي محمد دياب، أستاذ اللغويات بكلية اللغة العربية جامعة الأزهر :: الثانية، 1428 ه - 2007 م. :: دار السلام للطباعة والنشر والتوزيع والترجمة - جمهورية مصر العربية,
openiti_edition_Shamela0026813,openiti_work_0640AbuHafsDunaysiri.TarikhDunaysir,تاريخ دنيسر,,,,,,,,,,,,http://www.worldcat.org/oclc/4771234584 :: إبراهيم صالح :: دار البشائر,http://www.worldcat.org/oclc/4771234584
openiti_edition_JK001172,openiti_work_0641Sarifini.MuntakhabSiyaq,المنتخب من كتاب السياق لتاريخ نيسابور,,,,,,,,,,,,خالد حيدر :: بيروت :: 1414هـ :: دار الفكر للطباعة والنشر التوزيع,
openiti_edition_Masaha004118,openiti_work_0641Sarifini.MuntakhabSiyaq,المنتخب من كتاب السياق لتاريخ نيسابور,,,,,,,,,,,,https://worldcat.org/en/title/18470755 :: جماعة المدرسين في الحوزة العلمية بقم‏,https://worldcat.org/en/title/18470755
openiti_edition_Shamela0012528,openiti_work_0641Sarifini.MuntakhabSiyaq,المنتخب من كتاب السياق لتاريخ نيسابور,,,,,,,,,,,,http://www.worldcat.org/oclc/897397303 :: خالد حيدر :: دار الفكر للطباعة والنشر التوزيع,http://www.worldcat.org/oclc/897397303
openiti_edition_AOCP202502141228,openiti_work_0642BurhanMuhaqqiqTirmidhi.Macarif,Macarif,,,,,,,,,,,,https://search.worldcat.org/title/41056024,https://search.worldcat.org/title/41056024
openiti_edition_AOCP202502141227,openiti_work_0642HamdAllahSarakhsi.AcjubaMahjuba,Acjuba Mahjuba,,,,,,,,,,,,https://search.worldcat.org/title/52641201,https://search.worldcat.org/title/52641201
openiti_edition_Kraken220413202953,openiti_work_0642IbnAbiDam.AdabQada,Adab Qada,,,,,,,,,,,,http://www.worldcat.org/oclc/715077589,http://www.worldcat.org/oclc/715077589
openiti_edition_Sham19Y0016636,openiti_work_0642IbnMawaq.BughyatNuqqad,بغية النقاد النقلة فيما أخل به كتاب «البيان» وأغفله أو ألم به فما تممه ولا كمله,,,,,,,,,,,,الأولى، 1425 ه - 2004 م :: مكتبة أضواء السلف، الرياض - المملكة العربية السعودية,
openiti_edition_Shamela0009831,openiti_work_0643CaliSakhawi.HidayatMurtab,هداية المرتاب وغاية الحفاظ والطلاب في تبيين متشابه الكتاب,,,,,,,,,,,,دار الغوثاني للدراسات القرآنية، دار الفكر,
openiti_edition_Shamela0010460,openiti_work_0643CaliSakhawi.JamalQurra,جمال القراء وكمال الإقراء,,,,,,,,,,,,د. مروان العطية - د. محسن خرابة :: دار المأمون للتراث - دمشق - بيروت,
openiti_edition_Shamela0037653,openiti_work_0643CaliSakhawi.JamalQurra,جمال القراء وكمال الإقراء,,,,,,,,,,,,عبد الحق عبد الدايم سيف القاضي :: مؤسسة الكتب الثقافية - بيروت,
openiti_edition_Sham19Y0017823,openiti_work_0643CaliSakhawi.SafarSacada,سفر السعادة وسفير الإفادة,,,,,,,,,,,,د. محمد الدالي :: الثانية، 1415 ه - 1995 م :: دار صادر,
openiti_edition_JK000782,openiti_work_0643DiyaDinMaqdisi.AhadithMukhatara,الأحاديث المختارة أو المستخرج من الأحاديث المختارة مما لم يخرجه البخاري ومسلم في صحيحيهما,,,,,,,,,,,,عبد الملك بن عبد الله بن دهيش :: مكة المكرمة :: 1410 :: مكتبة النهضة الحديثة,
openiti_edition_Shamela0010480,openiti_work_0643DiyaDinMaqdisi.AhadithMukhatara,الأحاديث المختارة أو المستخرج من الأحاديث المختارة مما لم يخرجه البخاري ومسلم في صحيحيهما,,,,,,,,,,,,معالي الأستاذ الدكتور عبد الملك بن عبد الله بن دهيش :: دار خضر للطباعة والنشر والتوزيع، بيروت - لبنان,
openiti_edition_Shamela0029428,openiti_work_0643DiyaDinMaqdisi.AhadithSahihaMimmaRawahuMuslim,أحاديث صحيحة مما رواه مسلم بن الحجاج بين المصطفى وبينه تسعة نفر لضياء الدين المقدسي,,,,,,,,,,,,محمد مطيع الحافظ :: دار البشائر الإسلامية - بيروت,
openiti_edition_ShamAY0034572,openiti_work_0643DiyaDinMaqdisi.Ahwal,أحوال الإمام الزاهد أبي عمر محمد بن أحمد بن محمد بن قدامة بن نصر المقدسي رحمه الله تعالى,,,,,,,,,,,,عمرو بن عبد المنعم سليم :: الأولى 1424 ه - 2003 م :: دار الضياء - طنطا [مطبوع ضمن: مجموعة رسائل الحافظ ضياء الدين المقدسي],
openiti_edition_Shamela0009618,openiti_work_0643DiyaDinMaqdisi.AmradWaKaffarat,كتاب الأمراض والكفارات والطب والرقيات,,,,,,,,,,,,أبو إسحاق الحويني الأثري :: دار ابن عفان,
openiti_edition_Shamela0030294,openiti_work_0643DiyaDinMaqdisi.BulghatTalibHathith,بلغة الطالب الحثيث في صحيح عوالي الحديث,,,,,,,,,,,,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_Shamela0009385,openiti_work_0643DiyaDinMaqdisi.Cudda,العدة للكرب والشدة لضياء الدين المقدسي,,,,,,,,,,,,ياسر بن إبراهيم بن محمد :: دار المشكاة للبحث والنشر والتوزيع، القاهرة,
openiti_edition_Shamela0029458,openiti_work_0643DiyaDinMaqdisi.DhikrMusahafa,ذكر المصافحة لضياء الدين المقدسي,,,,,,,,,,,,عمرو عبد المنعم سليم :: الضياء - طنطا,
openiti_edition_JK001429,openiti_work_0643DiyaDinMaqdisi.FadailAcmal,فضائل الأعمال,,,,,,,,,,,,القاهرة :: دار الغد العربي,
openiti_edition_Shamela0004425,openiti_work_0643DiyaDinMaqdisi.FadailAcmal,فضائل الأعمال,,,,,,,,,,,,الجامعة الإسلامية، المدينة المنورة,
