edition_id,work_id,edition_title,publisher,publication_city,publication_country,publication_year,edition_number,volume_count,editor,reviewer,translator,isbn,series,print_notes,bibliographic_record_url
openiti_edition_Shamela0012228,openiti_work_0455IbnKhalafSaraqusti.CunwanFiQiraatSabca,العنوان في القراءات السبع,,,,,,,,,,,,(الدكتور زهير زاهد - الدكتور خليل العطية) (كلية الآداب - جامعة البصرة) :: 1405هـ :: عالم الكتب، بيروت,
openiti_edition_JK000426,openiti_work_0456IbnHazm.AkhlaqWaSiyar,الأخلاق والسير في مداواة النفوس,,,,,,,,,,,,بلا :: بيروت :: 1399هـ - 1979م :: دار الآفاق الجديدة,
openiti_edition_ShamAY0033746,openiti_work_0456IbnHazm.AkhlaqWaSiyar,الأخلاق والسير في مداواة النفوس,,,,,,,,,,,,عادل أبو المعاطي :: الأولى، عام 1408ه=1988م :: دار المشرق العربي، القاهرة.,
openiti_edition_Shamela0006874,openiti_work_0456IbnHazm.AkhlaqWaSiyar,الأخلاق والسير في مداواة النفوس,,,,,,,,,,,,بلا :: دار الآفاق الجديدة - بيروت,
openiti_edition_JK009356,openiti_work_0456IbnHazm.AsmaKhulafa,أسماء الخلفاء والولاة وذكر مددهم,,,,,,,,,,,,http://www.worldcat.org/oclc/1136104060 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/1136104060
openiti_edition_JK000950,openiti_work_0456IbnHazm.FadlAndalus,رسالة في فضل الأندلس وذكر رجالها,,,,,,,,,,,,د. صلاح الدين المنجد :: 1968م :: دار الكتاب الجديد,
openiti_edition_JK009343,openiti_work_0456IbnHazm.FadlAndalus,رسالة في فضل الأندلس وذكر رجالها,,,,,,,,,,,,http://www.worldcat.org/oclc/1136104060 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/1136104060
openiti_edition_ShamAY0033827,openiti_work_0456IbnHazm.FadlAndalus,رسالة في فضل الأندلس وذكر رجالها,,,,,,,,,,,,د. إحسان عباس :: الثانية :: المؤسسة العربية للدراسات والنشر - بيروت / لبنان - 1987 م,
openiti_edition_Shamela0006701,openiti_work_0456IbnHazm.FadlAndalus,رسالة في فضل الأندلس وذكر رجالها,,,,,,,,,,,,د. صلاح الدين المنجد :: دار الكتاب الجديد,
openiti_edition_JK009342,openiti_work_0456IbnHazm.FaslFiMacrifatNafs,فصل في معرفة النفس بغيرها و جهلها بذاتها,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/957212662
openiti_edition_JK000343,openiti_work_0456IbnHazm.FisalFiMilal,الفصل في الملل والأهواء والنحل,,,,,,,,,,,,القاهرة :: مكتبة الخانجي,
openiti_edition_Rafed0003571Vols,openiti_work_0456IbnHazm.FisalFiMilal,الفصل في الملل والأهواء والنحل,,,,,,,,,,,,1 :: دار الكتب العلميّة,
openiti_edition_Shamela0006521,openiti_work_0456IbnHazm.FisalFiMilal,الفصل في الملل والأهواء والنحل,,,,,,,,,,,,مكتبة الخانجي - القاهرة,
openiti_edition_JK001284,openiti_work_0456IbnHazm.HajjatWidac,حجة الوداع,,,,,,,,,,,,أبو صهيب الكرمي :: الرياض :: 1998 :: بيت الأفكار الدولية للنشر والتوزيع,
openiti_edition_Shamela0013109,openiti_work_0456IbnHazm.HajjatWidac,حجة الوداع,,,,,,,,,,,,أبو صهيب الكرمي :: بيت الأفكار الدولية للنشر والتوزيع - الرياض,
openiti_edition_JK000122,openiti_work_0456IbnHazm.IhkamFiUsulAhkam,الإحكام في أصول الأحكام,,,,,,,,,,,,القاهرة :: 1404 :: دار الحديث,
openiti_edition_ShamAY0034182,openiti_work_0456IbnHazm.IhkamFiUsulAhkam,الإحكام في أصول الأحكام,,,,,,,,,,,,دار الحديث - القاهرة,
openiti_edition_Shamela0010432,openiti_work_0456IbnHazm.IhkamFiUsulAhkam,الإحكام في أصول الأحكام,,,,,,,,,,,,الشيخ أحمد محمد شاكر :: دار الآفاق الجديدة، بيروت,
openiti_edition_JK009221,openiti_work_0456IbnHazm.JamharatAnsab,جمهرة أنساب العرب,,,,,,,,,,,,لا يوجد :: بيروت / لبنان :: 1424 هـ - 2003 م :: دار الكتب العلمية,
openiti_edition_Shamela0009793,openiti_work_0456IbnHazm.JamharatAnsab,جمهرة أنساب العرب,,,,,,,,,,,,http://www.worldcat.org/oclc/1107155054 :: لجنة من العلماء :: دار الكتب العلمية - بيروت,http://www.worldcat.org/oclc/1107155054
openiti_edition_Shamela0001036,openiti_work_0456IbnHazm.JawamicSira,جوامع السيرة النبوية,,,,,,,,,,,,إحسان عباس :: دار المعارف - مصر,
openiti_edition_Shamela0009728,openiti_work_0456IbnHazm.JawamicSira,جوامع السيرة النبوية,,,,,,,,,,,,دار الكتب العلمية - بيروت,
openiti_edition_JK000182,openiti_work_0456IbnHazm.MaratibIjmac,مراتب الإجماع,,,,,,,,,,,,بيروت :: دار الكتب العلمية,
openiti_edition_Shamela0012446,openiti_work_0456IbnHazm.MaratibIjmac,مراتب الإجماع,,,,,,,,,,,,دار الكتب العلمية - بيروت,
openiti_edition_JK000229,openiti_work_0456IbnHazm.MuhallaBiAthar,المحلى بالآثار,,,,,,,,,,,,لجنة إحياء التراث العربي :: بيروت :: دار الآفاق الجديدة,
openiti_edition_Shamela0000767,openiti_work_0456IbnHazm.MuhallaBiAthar,المحلى بالآثار,,,,,,,,,,,,http://www.worldcat.org/oclc/58651594 :: دار الفكر - بيروت,http://www.worldcat.org/oclc/58651594
openiti_edition_JK009341,openiti_work_0456IbnHazm.NaqtCarus,كتاب نقط العروس في تواريخ الخلفاء,,,,,,,,,,,,http://www.worldcat.org/oclc/1136104060 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/1136104060
openiti_edition_JK000452,openiti_work_0456IbnHazm.NasikhWaMansukh,الناسخ والمنسوخ لابن حزم,,,,,,,,,,,,د. عبد الغفار سليمان البنداري :: بيروت :: 1406 :: دار الكتب العلمية,
openiti_edition_Shamela0002216,openiti_work_0456IbnHazm.NasikhWaMansukh,الناسخ والمنسوخ لابن حزم,,,,,,,,,,,,د. عبد الغفار سليمان البنداري :: دار الكتب العلمية - بيروت، لبنان,
openiti_edition_Shia002540,openiti_work_0456IbnHazm.NasikhWaMansukh,الناسخ والمنسوخ لابن حزم,,,,,,,,,,,,د . عبد الغفار سليمان البنداري :: 1406,
openiti_edition_JK000283,openiti_work_0456IbnHazm.NubdhaKafiya,النبذة الكافية في أحكام أصول الدين,,,,,,,,,,,,محمد أحمد عبد العزيز :: بيروت :: 1405 :: دار الكتب العلمية,
openiti_edition_Shamela0006321,openiti_work_0456IbnHazm.NubdhaKafiya,النبذة الكافية في أحكام أصول الدين,,,,,,,,,,,,http://www.worldcat.org/oclc/1044575074 :: محمد أحمد عبد العزيز :: دار الكتب العلمية - بيروت,http://www.worldcat.org/oclc/1044575074
openiti_edition_JK009346,openiti_work_0456IbnHazm.RaddCalaKindi,الرد على الكندي الفيلسوف,,,,,,,,,,,,http://www.worldcat.org/oclc/949486234 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/949486234
openiti_edition_Shamela0001038,openiti_work_0456IbnHazm.Rasail,رسائل ابن حزم الأندلسي,,,,,,,,,,,,إحسان عباس :: بناية برج الكارلتون - ساقية الجنزير- بيروت - لبنان - ت 807900/ 1. برقيا - موكيالي - بيروت - ص. ب: 11/ 546 بيروت :: 1 - الطبعة: 1، 1980 :: 2 - الطبعة: 2، 1987 :: 3 - الطبعة: 1، 1981 :: 4 - الطبعة: 1، 1983 :: المؤسسة العربية للدراسات والنشر,
openiti_edition_ShamAY0037500,openiti_work_0456IbnHazm.RisalaBahira,الرسالة الباهرة,,,,,,,,,,,,محمد صغير حسن المعصومي :: مطبوعات مجمع اللغة العربية بدمشق، لسنة: 1989 - 1409,
openiti_edition_JK009355,openiti_work_0456IbnHazm.RisalaFiAhlShaqa,رسالة في حكم من قال إن أرواح أهل الشقاء معذبة إلى يوم الدين,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009351,openiti_work_0456IbnHazm.RisalaFiAlamMawt,رسالة في ألم الموت و إبطاله,,,,,,,,,,,,http://www.worldcat.org/oclc/949486234 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/949486234
openiti_edition_JK009340,openiti_work_0456IbnHazm.RisalaFiFutuhIslam,رسالة في جمل فتوح الإسلام,,,,,,,,,,,,http://www.worldcat.org/oclc/729119112 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/729119112
openiti_edition_JK009339,openiti_work_0456IbnHazm.RisalaFiGhina,رسالة في الغناء الملهي أ مباح هو أم محظور,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009352,openiti_work_0456IbnHazm.RisalaFiImama,رسالة في الإمامة,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009344,openiti_work_0456IbnHazm.RisalaFiMaratibCulum,مراتب العلوم,,,,,,,,,,,,http://www.worldcat.org/oclc/949486234 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/949486234
openiti_edition_JK009338,openiti_work_0456IbnHazm.RisalaFiRaddCalaHatif,رسالة في الرد على الهاتف من بعد,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009353,openiti_work_0456IbnHazm.RisalaFiRaddCalaIbnNaghrila,رد على ابن النغريلة اليهودي,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009354,openiti_work_0456IbnHazm.RisalaFiUmmahatKhulafa,رسالة في أمهات الخلفاء,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/957212662
openiti_edition_JK009348,openiti_work_0456IbnHazm.RisalatBayan,البيان عن حقيقة الإيمان,,,,,,,,,,,,http://www.worldcat.org/oclc/54957433 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/54957433
openiti_edition_JK009350,openiti_work_0456IbnHazm.RisalatTawqif,التوقيف على شارع النجاة باختصار الطريق,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/957212662
openiti_edition_JK009345,openiti_work_0456IbnHazm.RisalatanFiTacnif,رسالتان له أجاب فيهما عن رسالتين سئل فيهما سؤال التعنيف,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/957212662
openiti_edition_JK009347,openiti_work_0456IbnHazm.TafsirAlfazFiUsul,تفسير ألفاظ تجري بين المتكلمين في الأصول,,,,,,,,,,,,http://www.worldcat.org/oclc/949486234,http://www.worldcat.org/oclc/949486234
openiti_edition_JK009349,openiti_work_0456IbnHazm.Talkhis,التلخيص لوجوه التخليص,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,http://www.worldcat.org/oclc/957212662
openiti_edition_JK009305,openiti_work_0456IbnHazm.TaqribLiHaddMantiq,التقريب لحد المنطق,,,,,,,,,,,,د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,
openiti_edition_Shamela0001028,openiti_work_0456IbnHazm.TaqribLiHaddMantiq,التقريب لحد المنطق,,,,,,,,,,,,إحسان عباس :: دار مكتبة الحياة - بيروت,
openiti_edition_JK009337,openiti_work_0456IbnHazm.TawqHamama,طوق الحمامة في الألفة والألاف,,,,,,,,,,,,د . إحسان عباس :: بيروت / لبنان :: 1987 م :: المؤسسة العربية للدراسات والنشر,
openiti_edition_Shamela0010518,openiti_work_0456IbnHazm.TawqHamama,طوق الحمامة في الألفة والألاف,,,,,,,,,,,,http://www.worldcat.org/oclc/957212662 :: د. إحسان عباس :: المؤسسة العربية للدراسات والنشر - بيروت / لبنان,http://www.worldcat.org/oclc/957212662
openiti_edition_Sham19Y0148536,openiti_work_0457IbnAbiHasina.Diwan,ديوان ابن أبي حصينة,,,,,,,,,,,,محمد أسعد طلس :: الثانية، 1419 هـ - 1999 م. :: دار صادر - بيروت,
openiti_edition_Shamela0012749,openiti_work_0457IbnAhmadSayrafi.Mashyakha,المشيخة,,,,,,,,,,,,د/ خليل حسن حمادة :: جامعة الملك سعود - كلية التربية - قسم الدراسات الإسلامية,
openiti_edition_Shamela0022877,openiti_work_0458AbuYaclaIbnFarra.AhkamSultaniyya,الأحكام السلطانية,,,,,,,,,,,,http://www.worldcat.org/oclc/929546595 (2000 edition) :: دار الكتب العلمية - بيروت، لبنان,http://www.worldcat.org/oclc/929546595
openiti_edition_Shamela0026579,openiti_work_0458AbuYaclaIbnFarra.Amali,جزء فيه ستة مجالس من أمالي القاضي أبي يعلى الفراء,,,,,,,,,,,,محمد بن ناصر العجمي :: دار البشائر - دار الصديق,
openiti_edition_Shamela0029876,openiti_work_0458AbuYaclaIbnFarra.Amali,جزء فيه ستة مجالس من أمالي القاضي أبي يعلى الفراء,,,,,,,,,,,,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,
openiti_edition_Sham19Y0036112,openiti_work_0458AbuYaclaIbnFarra.AmrBiMacruf,الأمر بالمعروف والنهي عن المنكر,,,,,,,,,,,,محمد الأمين مصطفى أبوه الشنقيطي، أستاذ مساعد بكلية الشريعة بالجامعة الإسلامية :: (بدون) :: مكتبة العلوم والحكم، المدينة المنورة - المملكة العربية السعودية,
openiti_edition_ShamAY0038640,openiti_work_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh,العدة في أصول الفقه,,,,,,,,,,,,الثانية 1410 ه - 1990 م :: بدون ناشر,
openiti_edition_Shamela0022793,openiti_work_0458AbuYaclaIbnFarra.CuddaFiUsulFiqh,العدة في أصول الفقه,,,,,,,,,,,,د أحمد بن علي بن سير المباركي، الأستاذ المشارك في كلية الشريعة بالرياض - جامعة الملك محمد بن سعود الإسلامية :: بدون ناشر,
openiti_edition_Shamela0022921,openiti_work_0458AbuYaclaIbnFarra.IbtalTawilat,إبطال التأويلات لأخبار الصفات,,,,,,,,,,,,محمد بن حمد الحمود النجدي :: دار إيلاف الدولية - الكويت,
openiti_edition_Sham19Y0013246,openiti_work_0458AbuYaclaIbnFarra.MasailFiqhiyya,المسائل الفقهية من كتاب الروايتين والوجهين,,,,,,,,,,,,د. عبد الكريم بن محمد اللاحم :: الأولى (1405ه - 1985م) :: مكتبة المعارف، الرياض,
openiti_edition_JK001316,openiti_work_0458AbuYaclaIbnFarra.RusulMuluk,رسل الملوك(م),,,,,,,,,,,,د.صلاح الدين المنجد :: بيروت :: دار الكتاب الجديد,
openiti_edition_Shamela0007243,openiti_work_0458AbuYaclaIbnFarra.RusulMuluk,رسل الملوك(م),,,,,,,,,,,,د. صلاح الدين المنجد :: دار الكتاب الجديد - بيروت,
openiti_edition_Sham19Y0127663,openiti_work_0458AbuYaclaIbnFarra.TacliqKabir,التعليق الكبير في المسائل الخلافية بين الأئمة,,,,,,,,,,,,محمد بن فهد بن عبد العزيز الفريح :: الأولى، 1435 ه - 2014 م :: دار النوادر، دمشق - سوريا,
openiti_edition_Sham19Y0013922,openiti_work_0458AbuYaclaIbnFarra.Tacliqa,التعليقة الكبيرة في مسائل الخلاف علي مذهب أحمد,,,,,,,,,,,,لجنة مختصة من المحققين بإشراف نور الدين طالب :: الأولى، 1431 م - 2010 ه :: دار النوادر,
openiti_edition_Sham19Y0016879,openiti_work_0458AbuYaclaIbnFarra.Tawakkul,التوكل,,,,,,,,,,,,الأولى، 1435 ه - 2014 م :: دار الميمان للنشر والتوزيع، الرياض - المملكة العربية السعودية,
openiti_edition_ShamAY0033542,openiti_work_0458Bayhaqi.Adab,الآداب للبيهقي,,,,,,,,,,,,محمد مطيع الحافظ :: الأولى 1427 ه - 2006 م :: دار البيروتي [طبع ضمن كتاب (المحاسن السلطانية في دار الحديث النورية) للمحقق],
openiti_edition_Shamela0008203,openiti_work_0458Bayhaqi.Adab,الآداب للبيهقي,,,,,,,,,,,,مؤسسة الكتب الثقافية، بيروت - لبنان,
openiti_edition_Shamela0003328,openiti_work_0458Bayhaqi.AhkamQuranLiShafici,أحكام القرآن للشافعي - جمع البيهقي,,,,,,,,,,,,http://www.worldcat.org/oclc/55198919 :: مكتبة الخانجي - القاهرة,http://www.worldcat.org/oclc/55198919
openiti_edition_JK000733,openiti_work_0458Bayhaqi.ArbacunaSughra,الأربعون الصغرى,,,,,,,,,,,,http://www.worldcat.org/oclc/4771142643 :: أبو إسحاق الحويني الأثري :: بيروت :: 1408 :: دار الكتاب العربي,http://www.worldcat.org/oclc/4771142643
openiti_edition_ShamAY0033600,openiti_work_0458Bayhaqi.ArbacunaSughra,الأربعون الصغرى,,,,,,,,,,,,محمد نور محمد أمين المراغي :: الدوحة بقطر :: إدارة إحياء التراث الإسلامي,
openiti_edition_Shamela0012992,openiti_work_0458Bayhaqi.ArbacunaSughra,الأربعون الصغرى,,,,,,,,,,,,أبو إسحاق الحويني الأثري :: دار الكتاب العربي - بيروت,
openiti_edition_Shia002107,openiti_work_0458Bayhaqi.ArbacunaSughra,الأربعون الصغرى,,,,,,,,,,,,أبو إسحاق الحويني الاثري :: 1408,
openiti_edition_ShamAY0033978,openiti_work_0458Bayhaqi.AsmaWaSifat,الأسماء والصفات للبيهقي,,,,,,,,,,,,أ. د. عبد الرحمن عميرة :: الأولى/ 1417 ه :: دار الجيل - بيروت,
openiti_edition_Shamela0009270,openiti_work_0458Bayhaqi.AsmaWaSifat,الأسماء والصفات للبيهقي,,,,,,,,,,,,http://www.worldcat.org/oclc/4770042907 :: عبد الله بن محمد الحاشدي :: مكتبة السوادي، جدة - المملكة العربية السعودية,http://www.worldcat.org/oclc/4770042907
openiti_edition_Sham19Y0147811,openiti_work_0458Bayhaqi.BacthWaNushur,البعث والنشور للبيهقي,,,,,,,,,,,,الأولى، 1436 ه :: مكتبة دار الحجاز للنشر والتوزيع، الرياض - المملكة العربية السعودية,
openiti_edition_ShamAY0033977,openiti_work_0458Bayhaqi.BacthWaNushur,البعث والنشور للبيهقي,,,,,,,,,,,,دار الفكر - بيروت,
openiti_edition_ShamAY0034010,openiti_work_0458Bayhaqi.BacthWaNushur,البعث والنشور للبيهقي,,,,,,,,,,,,أبو هاجر محمد السعيد بن بسيوني زغلول الإبياني :: الأولى، 1408 ه - 1988 م :: مؤسسة الكتب الثقافية,
openiti_edition_Shamela0009292,openiti_work_0458Bayhaqi.BacthWaNushur,البعث والنشور للبيهقي,,,,,,,,,,,,http://www.worldcat.org/oclc/4770328008 :: الشيخ عامر أحمد حيدر :: مركز الخدمات والأبحاث الثقافية، بيروت,http://www.worldcat.org/oclc/4770328008
openiti_edition_JK000711,openiti_work_0458Bayhaqi.BayanKhata,بيان خطأ من أخطأ على الشافعي,,,,,,,,,,,,http://www.worldcat.org/oclc/1039753753 :: د. الشريف نايف الدعيس :: بيروت :: 1402 :: مؤسسة الرسالة,http://www.worldcat.org/oclc/1039753753
openiti_edition_Shamela0013085,openiti_work_0458Bayhaqi.BayanKhata,بيان خطأ من أخطأ على الشافعي,,,,,,,,,,,,د. الشريف نايف الدعيس :: مؤسسة الرسالة - بيروت,
openiti_edition_JK007124,openiti_work_0458Bayhaqi.DacawatKabir,الدعوات الكبير,,,,,,,,,,,,بدر بن عبد الله البدر :: الكويت :: 1414هـ - 1993م :: منشورات مركز المخطوطات والتراث والوثائق,
openiti_edition_Shamela0008970,openiti_work_0458Bayhaqi.DacawatKabir,الدعوات الكبير,,,,,,,,,,,,http://www.worldcat.org/oclc/4771282823 :: بدر بن عبد الله البدر :: غراس للنشر والتوزيع - الكويت,http://www.worldcat.org/oclc/4771282823
openiti_edition_JK006838,openiti_work_0458Bayhaqi.DalailNubuwwa,دلائل النبوة و معرفة أحوال صاحب الشريعة,,,,,,,,,,,,http://www.worldcat.org/oclc/1044295201,http://www.worldcat.org/oclc/1044295201
openiti_edition_Masaha002188Vols,openiti_work_0458Bayhaqi.DalailNubuwwa,دلائل النبوة و معرفة أحوال صاحب الشريعة,,,,,,,,,,,,دار الكتب العلمية,
openiti_edition_Shamela0007478,openiti_work_0458Bayhaqi.DalailNubuwwa,دلائل النبوة و معرفة أحوال صاحب الشريعة,,,,,,,,,,,,دار الكتب العلمية - بيروت,
openiti_edition_Shamela0013115,openiti_work_0458Bayhaqi.DalailNubuwwa,دلائل النبوة و معرفة أحوال صاحب الشريعة,,,,,,,,,,,,د. عبد المعطي قلعجي :: دار الكتب العلمية، دار الريان للتراث,
openiti_edition_JK000024,openiti_work_0458Bayhaqi.FadailAwqat,فضائل الأوقات,,,,,,,,,,,,http://www.worldcat.org/oclc/21870956 :: عدنان عبد الرحمن مجيد القيسي :: مكة المكرمة :: 1410 :: مكتبة المنارة,http://www.worldcat.org/oclc/21870956
openiti_edition_Shamela0013134,openiti_work_0458Bayhaqi.FadailAwqat,فضائل الأوقات,,,,,,,,,,,,عدنان عبد الرحمن مجيد القيسي :: مكتبة المنارة - مكة المكرمة,
openiti_edition_Shia002106,openiti_work_0458Bayhaqi.FadailAwqat,فضائل الأوقات,,,,,,,,,,,,دراسة وتحقيق : عدنان عبد الرحمن مجيد القيسي :: 1410 - 1990 م,
openiti_edition_Shamela0007531,openiti_work_0458Bayhaqi.HadithJuwaybari,حديث أحمد بن عبد الله بن خالد الجويباري في مسائل عبد الله بن سلام,,,,,,,,,,,,http://www.worldcat.org/oclc/47781037 :: مشهور بن حسن آل سلمان :: دار ابن حزم - بيروت [طبع ضمن مجموعة أجزاء حديثية],http://www.worldcat.org/oclc/47781037
openiti_edition_JK000949,openiti_work_0458Bayhaqi.HayatAnbiya,حياة الأنبياء بعد وفاتهم,,,,,,,,,,,,http://www.worldcat.org/oclc/929499176 :: الدكتور أحمد بن عطية الغامدي :: المدينة المنورة :: 1414هـ - 1993م :: مكتبة العلوم والحكم,http://www.worldcat.org/oclc/929499176
openiti_edition_Shamela0013114,openiti_work_0458Bayhaqi.HayatAnbiya,حياة الأنبياء بعد وفاتهم,,,,,,,,,,,,الدكتور أحمد بن عطية الغامدي :: مكتبة العلوم والحكم - المدينة المنورة,
openiti_edition_JK000698,openiti_work_0458Bayhaqi.Ictiqad,الاعتقاد والهداية إلى سبيل الرشاد على مذهب السلف وأصحاب الحديث,,,,,,,,,,,,http://www.worldcat.org/oclc/929578003 :: أحمد عصام الكاتب :: بيروت :: 1401 :: دار الآفاق الجديدة,http://www.worldcat.org/oclc/929578003
openiti_edition_ShamAY0034009,openiti_work_0458Bayhaqi.Ictiqad,الاعتقاد والهداية إلى سبيل الرشاد على مذهب السلف وأصحاب الحديث,,,,,,,,,,,,أبو عبد الله أحمد بن إبراهيم أبو العينين :: الثانية، 1427 ه - 2006 م :: دار الهدي النبوي (المنصورة) - دار الفضيلة (الرياض),
openiti_edition_Shamela0012997,openiti_work_0458Bayhaqi.Ictiqad,الاعتقاد والهداية إلى سبيل الرشاد على مذهب السلف وأصحاب الحديث,,,,,,,,,,,,أحمد عصام الكاتب :: دار الآفاق الجديدة - بيروت,
openiti_edition_JK000314,openiti_work_0458Bayhaqi.IthbatCadhabQabr,إثبات عذاب القبر,,,,,,,,,,,,http://www.worldcat.org/oclc/123038131 :: د. شرف محمود القضاة :: عمان الأردن :: 1405 :: دار الفرقان,http://www.worldcat.org/oclc/123038131
openiti_edition_ShamAY0034008,openiti_work_0458Bayhaqi.IthbatCadhabQabr,إثبات عذاب القبر,,,,,,,,,,,,المكتب السلفي لتحقيق التراث :: 1406 ه - 1986 م :: مكتبة التراث الإسلامي - القاهرة,
openiti_edition_Shamela0008258,openiti_work_0458Bayhaqi.IthbatCadhabQabr,إثبات عذاب القبر,,,,,,,,,,,,د. شرف محمود القضاة :: دار الفرقان - عمان الأردن,
openiti_edition_Shia002105,openiti_work_0458Bayhaqi.IthbatCadhabQabr,إثبات عذاب القبر,,,,,,,,,,,,الدكتور شرف محمود القضاة - كلية الشريعة - الجامعة الأردنية :: 1413 - 1992 م,
openiti_edition_Shamela0009300,openiti_work_0458Bayhaqi.JamicFiKhatim,الجامع في الخاتم للبيهقي,,,,,,,,,,,,http://www.worldcat.org/oclc/1044622113 :: الدار السلفية، بومباي - الهند,http://www.worldcat.org/oclc/1044622113
openiti_edition_Sham19Y0131336,openiti_work_0458Bayhaqi.Khilafiyyat,الخلافيات بين الإمامين الشافعي وأبي حنيفة وأصحابه,,,,,,,,,,,,الأولى، 1436 ه - 2015 م :: الروضة للنشر والتوزيع، القاهرة - جمهورية مصر العربية,
openiti_edition_JK007027,openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,معرفة السنن والآثار,,,,,,,,,,,,سيد كسروي حسن :: لبنان/ بيروت :: بدون :: دار الكتب العلمية,
openiti_edition_ShamAY0033950,openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,معرفة السنن والآثار,,,,,,,,,,,,سيد كسروي حسن :: دار الكتب العلمية - بيروت,
openiti_edition_Shamela0002863,openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,معرفة السنن والآثار,,,,,,,,,,,,http://www.worldcat.org/oclc/4770869462 :: عبد المعطي أمين قلعجي,http://www.worldcat.org/oclc/4770869462
openiti_edition_Shia002108Vols,openiti_work_0458Bayhaqi.MacrifatSunanWaAthar,معرفة السنن والآثار,,,,,,,,,,,,سيد كسروي حسن,
openiti_edition_Sham19Y0039268,openiti_work_0458Bayhaqi.MadkhalIlaCilmSunan,المدخل إلى علم السنن,,,,,,,,,,,,الأولى، 1437 هـ - 2017 م :: دار اليسر للنشر والتوزيع، القاهرة - جمهورية مصر العربية، دار المنهاج للنشر والتوزيع، بيروت - لبنان,
openiti_edition_JK000728,openiti_work_0458Bayhaqi.MadkhalIlaSunanKubra,المدخل إلى السنن الكبرى,,,,,,,,,,,,http://www.worldcat.org/oclc/4771303589 :: د. محمد ضياء االرحمن الأعظمي :: الكويت :: 1404 :: دار الخلفاء للكتاب الإسلامي,http://www.worldcat.org/oclc/4771303589
openiti_edition_Shamela0013061,openiti_work_0458Bayhaqi.MadkhalIlaSunanKubra,المدخل إلى السنن الكبرى,,,,,,,,,,,,د. محمد ضياء الرحمن الأعظمي :: دار الخلفاء للكتاب الإسلامي - الكويت,
